vestibular,questão,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,alternativa_correta,area_conhecimento,alternativa escolhida pela ia,resposta original,modelo,processing time,temperature used during test,parser_antigo
FUVEST 26,"Quando no dia seguinte, também no final da tarde, Fio
Jasmim se dirigiu para a pequena joalheria, ele pensou em ser
mais cuidadoso ao pronunciar qualquer nome de mulher perto
de Dolores dos Santos. Quando contou o incidente para os
companheiros maquinistas, os mais velhos riram dele e
perguntaram qual o motivo de ele estar tão preocupado com
a pequena distração cometida. Nem ele sabia bem o porquê.
Entretanto, não gostava de pronunciar o nome da esposa para
outras mulheres. A de casa é santa, pensava ele. Se ele
tivesse dito pelo menos Juventina, seria mais fácil explicar.
Assustado com o próprio pensamento, Fio Jasmim não
entendia o que estava se passando com ele. Estaria por acaso
pensando em alguma conquista? Ouvira dizer que ela era uma
mulher namoradeira, mas que não parava com homem algum,
tinha um gênio indomável. Todas essas considerações não lhe
importavam, não estava interessado na mulher. Mas e se ela
estivesse interessada nele...
Conceição Evaristo. Canção para ninar menino grande.
No romance de Conceição Evaristo, Fio Jasmim, por meio de
suas viagens, é o elo que agrega as várias personagens
femininas que se relacionam com ele. De acordo com essa
consideração, Fio Jasmim","atende a uma forma de masculinidade que rompe com os
estereótipos, expressando uma identidade inovadora e
desvinculada das expectativas sociais."," relaciona-se com as personagens femininas de maneira
igualitária e com respeito mútuo, que não correspondem
às dinâmicas de poder desiguais.","reproduz uma masculinidade estereotipada por meio de
atitudes que, em larga medida, atendem às expectativas
sociais e culturais, reproduzindo estereótipos do gênero."," resiste a expectativas internas e externas, o que subverte
um esperado comportamento masculino","sente culpa e arrependimento por seu comportamento
com mulheres, apesar de reforçar ideais de virilidade e
dominação do estereótipo da masculinidade.",C,LITERATURA/LÍNGUA PORTUGUESA,C,C,gemini/gemini-3-pro-preview,14.998,1,C
FUVEST 26,"O processo de corrosão do aço é favorecido em ambientes úmidos e ácidos. Para evitar a corrosão de superfícies de aço é comum utilizar óleos para impedir o contato da umidade do ar com a superfície. Nos casos em que o uso de óleo não é conveniente, é possível criar uma camada de NaOH(s) na superfície do metal aplicando uma solução aquosa relativamente concentrada desta base sobre a ferramenta e deixando a solução secar por completo. Esse tipo de tratamento com hidróxido de sódio é efetivo em ambientes com elevada acidez pois, caso a água entre em contato com a superfície tratada, ela","será repelida pela camada hidrofóbica de hidróxido de
sódio, evitando o contato direto da água com o metal e sua
oxidação.","olubilizará o hidróxido de sódio, que neutralizará o ácido
presente na água que poderia induzir o processo de
oxidação na superfície do metal.","será oxidada pelo hidróxido de sódio, gerando sua forma
reduzida que, em contato com a superfície do metal,
impede o processo de corrosão.","gerará um acúmulo de água na superfície hidrofílica da
camada de hidróxido de sódio, impedindo sua
solubilização e a consequente formação de ácido.","reagirá diretamente com o sódio do hidróxido de sódio, já
que este atuará como metal de sacrifício, sofrendo
oxidação e protegendo a superfície metálica.",B,QUÍMICA,B,B,gemini/gemini-3-pro-preview,19.0908,1,B
FUVEST 26,"Os grotões transformaram-se em jardins cortados a meio
pelas avenidas e pela sombra dos viadutos não há mais sapo.
Nos jardins encontrareis recintos fechados com instrutoras,
dentistas, educadoras sanitárias dentro. São os parques
infantis, onde as crianças proletárias se socializam
aprendendo nos brinquedos o cooperativismo e a consciência
do homem social.
Mário de Andrade. “Dia de São Paulo”. Revista do Arquivo
Municipal. São Paulo: Departamento de Cultura, 1936, nº 19.
O excerto relata alterações na paisagem urbana paulistana
com a implantação de novos equipamentos que visavam","substituir o ambiente degradado e nocivo dos cortiços e
vilas operárias por espaços públicos marcados pela flora
da Mata Atlântica."," disciplinar o lazer das crianças com a introdução de
noções de saúde preventiva e de atividades racionais e
pedagógicas","produzir formas de ajustamento social que afastassem os
jovens do ócio e dos vícios, por meio da educação
profissionalizante","promover valores cristãos através da evangelização e do
assistencialismo baseado na caridade e na recreação.","organizar um novo programa escolar voltado para as
crianças proletárias, adotando uma pedagogia pautada no
nacionalismo e civismo.",B,GEOGRAFIA,B,B,gemini/gemini-3-pro-preview,20.1871,1,B
FUVEST 26,"Em termos da interação entre os recursos verbais e imagéticos
na charge, é correto afirmar: (IMAGEM 2)","A representação imagética dos indígenas como
miseráveis é hiperbólica, reforçando o sentido da pergunta
“Por que mais terras?”, o que evidencia uma atitude autoral
favorável ao marco temporal.","A distribuição espacial do casal e da família indígena
personifica a polarização política, o que fica demarcado
pela oposição “nós” contra “eles” na fala da mulher.","A expressão “mais terras”, em contraste com o espaço
ocupado pela família indígena, busca mostrar que já há
soluções alternativas para a delimitação de terras para os
povos originários no tecido urbano.","Ocorre uma quebra de expectativa entre a representação
da família indígena e a expressão “perfeitamente
integrados”, o que colabora para o teor crítico da charge
em relação ao marco temporal.","A postura do casal, em relação aos indígenas, sinaliza
empatia e mostra o seu interesse na derrubada do marco
temporal, que tem levado indígenas à pobreza nas
metrópoles brasileiras.",D,HISTÓRIA,D,D,gemini/gemini-3-pro-preview,20.1002,1,D
FUVEST 26,"Uma startup de tecnologia está desenvolvendo um novo
aplicativo e observa que o número de usuários está
crescendo, em milhares, após t semanas do lançamento, de
acordo com a função:
𝑀(𝑡) = 200 × ((1,1) elevado a t))
Com isso, a equipe da startup quer saber: qual é o período,
em semanas, em que o número de usuários ultrapassa
300 mil? Note e adote:
𝑙𝑜𝑔 3 ≅ 0,4771 ; 𝑙𝑜𝑔 5 ≅ 0,6990 e 𝑙𝑜𝑔 11 ≅ 1,0414",Entre 0 e 1 semana,Entre 1 e 3 semanas.,Entre 2 e 4 semanas., Entre 3 e 4 semanas.,Entre 4 e 6 semanas.,E,MATEMÁTICA,E,"Para resolver a questão, precisamos encontrar o valor de $t$ para o qual o número de usuários $M(t)$ ultrapassa 300 mil.

A função dada é $M(t) = 200 \times (1,1)^t$, onde $M(t)$ é o número de usuários em **milhares**. Portanto, 300 mil usuários correspondem a $M(t) = 300$.

A inequação a ser resolvida é:
$200 \times (1,1)^t > 300$

Passo 1: Simplificar a inequação.
$(1,1)^t > \frac{300}{200}$
$(1,1)^t > 1,5$
$(1,1)^t > \frac{3}{2}$

Passo 2: Aplicar logaritmo (base 10) em ambos os lados.
$log((1,1)^t) > log(\frac{3}{2})$
$t \times log(1,1) > log(3) - log(2)$

Passo 3: Encontrar os valores dos logaritmos necessários.
*   Temos $log(3) \cong 0,4771$.
*   Temos $log(11) \cong 1,0414$.
*   Temos $log(5) \cong 0,6990$.

Precisamos de $log(2)$ e $log(1,1)$.
*   Sabemos que $log(10) = 1$. Como $10 = 2 \times 5$, então $log(2) + log(5) = 1$.
    $log(2) = 1 - log(5) = 1 - 0,6990 = 0,3010$.
*   Sabemos que $1,1 = \frac{11}{10}$.
    $log(1,1) = log(\frac{11}{10}) = log(11) - log(10) = 1,0414 - 1 = 0,0414$.

Passo 4: Substituir os valores na inequação.
$t \times 0,0414 > 0,4771 - 0,3010$
$t \times 0,0414 > 0,1761$

Passo 5: Isolar $t$.
$t > \frac{0,1761}{0,0414}$

Vamos fazer a divisão:
$\frac{1761}{414} \approx 4,25$

Cálculo aproximado:
$414 \times 4 = 1656$
$1761 - 1656 = 105$
Portanto, o valor é um pouco maior que 4.

O tempo $t$ deve ser maior que aproximadamente 4,25 semanas. Isso significa que ultrapassa 300 mil usuários após 4 semanas, estando no intervalo entre 4 e 6 semanas.

Analisando as alternativas:
A) Entre 0 e 1 semana. (Incorreto)
B) Entre 1 e 3 semanas. (Incorreto)
C) Entre 2 e 4 semanas. (Incorreto)
D) Entre 3 e 4 semanas. (Incorreto)
E) Entre 4 e 6 semanas. (Correto, pois 4,25 está neste intervalo)

E",gemini/gemini-3-pro-preview,29.1372,1,P
FUVEST 26,"A jornada das mulheres pela igualdade de direitos no Brasil,
como em outras partes do mundo, sempre envolveu lutas
sociais, políticas e jurídicas, com marcos importantes como a
Lei Geral de 1827, que permitiu o acesso das mulheres à
educação, e a Constituição de 1934, que garantiu o direito ao
voto feminino. A partir da década de 1960, houve avanços
significativos, como o Estatuto da Mulher Casada (1962), que
eliminou a necessidade de receber autorização do marido
para diversas atividades, e, na década de 1970, a Lei do
Divórcio (1977) e o fortalecimento dos movimentos feministas.
As obras Caminho de pedras, de Rachel de Queiroz, e As
meninas, de Lygia Fagundes Telles, discutem questões
relativas aos direitos das mulheres e sua relação com a política
ao longo do século XX no Brasil. Sobre esses romances, é
correto afirmar:","Em Caminho de pedras, Rachel de Queiroz relaciona a luta
pelos direitos da mulher à legalização do divórcio no Brasil,
enquanto As meninas constitui um libelo pela educação
feminina no período final da Era Vargas.","As personagens Angelita, de Caminho de pedras, e Ana
Clara, de As meninas, impactam a vida dos protagonistas
de seus romances e representam a transformação da
condição social das mulheres ao romperem com a
configuração familiar tradicional.","Em Caminho de pedras e em As meninas, a política
(militância de esquerda) e a religião (internato de freiras)
são instituições que, em vez de contribuírem para a revisão
de valores morais e para a emancipação feminina,
aprofundam os mecanismos de controle social sobre as
mulheres."," Tanto Caminho de pedras quanto As meninas relacionam
o exercício da política coletiva (militância de esquerda, luta
contra a ditadura militar) à política exercida em nível da
vida privada e do cotidiano, por meio da trajetória de
personagens femininas que desafiam padrões sociais
estabelecidos.","Tanto Caminho de pedras quanto As meninas exercem
uma crítica à chamada “mulher burguesa”. O romance de
Rachel de Queiroz narra os desdobramentos do desejo de
ascensão social de Noemi, enquanto o de Lygia Fagundes
Telles detalha o apego de Lorena à instituição do
casamento.",D,HISTÓRIA/LITERATURA,D,D,gemini/gemini-3-pro-preview,20.2686,1,D
FUVEST 26,"Para uma atividade de campo voltada à valorização do
patrimônio histórico e cultural, professores de geografia
levaram seus estudantes a um parque temático de
monumentos geográficos. Eles visitaram a réplica de uma
pirâmide regular de base quadrada com vértice a 18 metros
de altura em relação ao centro da base. As faces da pirâmide
estão voltadas para as direções norte, sul, leste e oeste. Para
acessar o vértice da pirâmide, os estudantes precisaram
percorrer uma trilha de pedestre e subir a rampa localizada na
face norte. A trilha compreende os lados oeste, sul, leste e
metade do lado norte do quadrado. Essa rampa está
localizada exatamente no meio da face, ou seja, é o apótema
da pirâmide.
Sabendo-se que o volume da pirâmide é de 864 m3
, quantos
metros, aproximadamente, os estudantes tiveram que
percorrer para chegar até o topo da pirâmide?",36,41,48,54,61,E,MATEMÁTICA,E,"Para resolver essa questão, precisamos calcular a distância total percorrida pelos estudantes, que é composta por duas partes:
1.  A caminhada pela trilha ao redor da base.
2.  A subida pela rampa (apótema da pirâmide).

**Passo 1: Encontrar as medidas da base da pirâmide.**

Sabemos que o volume ($V$) de uma pirâmide é dado pela fórmula:
$$V = \frac{A_{base} \cdot h}{3}$$

Onde:
*   $V = 864\text{ m}^3$
*   $h = 18\text{ m}$
*   $A_{base}$ é a área do quadrado da base ($L^2$, onde $L$ é o lado).

Substituindo os valores:
$$864 = \frac{L^2 \cdot 18}{3}$$
$$864 = L^2 \cdot 6$$
$$L^2 = \frac{864}{6}$$
$$L^2 = 144$$
$$L = \sqrt{144} = 12\text{ m}$$

O lado da base quadrada mede **12 metros**.

**Passo 2: Calcular a distância da trilha.**

O enunciado diz que a trilha compreende:
*   Lado Oeste completo ($L$)
*   Lado Sul completo ($L$)
*   Lado Leste completo ($L$)
*   Metade do lado Norte ($\frac{L}{2}$)

Distância da trilha = $12 + 12 + 12 + 6 = 42\text{ metros}$.

**Passo 3: Calcular o comprimento da rampa (apótema da pirâmide).**

A rampa é o apótema da pirâmide ($g$). Podemos formar um triângulo retângulo onde:
*   A altura é a altura da pirâmide ($h = 18\text{ m}$).
*   A base é o apótema da base (metade do lado do quadrado, $m = \frac{L}{2} = 6\text{ m}$).
*   A hipotenusa é o apótema da pirâmide ($g$).

Usando o Teorema de Pitágoras ($g^2 = h^2 + m^2$):
$$g^2 = 18^2 + 6^2$$
$$g^2 = 324 + 36$$
$$g^2 = 360$$
$$g = \sqrt{360}$$

Sabemos que $\sqrt{361} = 19$, então $\sqrt{360}$ é aproximadamente **19 metros**.

**Passo 4: Calcular a distância total.**

Distância Total = Distância da trilha + Comprimento da rampa
Distância Total = $42 + 19 = 61\text{ metros}$.

**Resposta:**
E",gemini/gemini-3-pro-preview,357.1786,1,P
FUVEST 26,"A escola não pode ignorar as diferenças sociolinguísticas.
Os professores e, por meio deles, os alunos têm que estar bem
conscientes de que existem duas ou mais maneiras de dizer a
mesma coisa. E mais, que essas formas alternativas servem a
propósitos comunicativos distintos e são recebidas de
maneira diferenciada pela sociedade. Os alunos que chegam
à escola falando “nós cheguemu”, “abrido” e “ele drome”, por
exemplo, têm que ser respeitados e ver valorizadas as suas
peculiaridades linguístico-culturais, mas têm o direito
inalienável de aprender as variantes de prestígio dessas
expressões. Não se lhes pode negar esse conhecimento, sob
pena de se fecharem para eles as portas, já estreitas, da
ascensão social.
BORTONI-RICARDO, S. M. Nós cheguemos na escola, e agora?
Sociolinguística & Educação. São Paulo: Parábola, 2005. Adaptado.
De acordo com o texto, cabe aos professores","respeitar as variações linguísticas dos alunos, mas solicitar
que eles utilizem a norma culta no ambiente escolar.","incentivar o uso das variações regionais dos alunos, mas
mostrar a eles que a escola recebe variantes de forma
preconceituosa.","respeitar as particularidades linguísticas dos alunos, mas
dar a eles condições de aprender outras variantes.","mostrar aos alunos que eles podem cometer erros em
relação ao uso de verbos, mas que isso pode ser
prejudicial à ascensão social."," ensinar aos alunos a norma padrão da língua, mas permitir
que eles cometam erros para não serem excluídos pela
sociedade.",C,LÍNGUA PORTUGUESA,C,C,gemini/gemini-3-pro-preview,19.7514,1,C
FUVEST 26,"A bióloga Lynn Margulis publicou um polêmico artigo em 1967
propondo que algumas organelas das células eucarióticas
poderiam ser o resultado de eventos de endossimbiose, no
qual bactérias passaram a viver em simbiose dentro de células
eucarióticas até serem completamente incorporadas a elas. A
hipótese de Margulis sofreu muita oposição, até que
evidências experimentais mostraram que algumas organelas
de fato possuíam muitas similaridades com bactérias. Entre as
evidências de endossimbiose, podemos citar:",As membranas duplas dos núcleos,Os ribossomos aderidos ao retículo endoplasmático.,A parede celular das células vegetais,O formato do complexo de Golgi.,O genoma circular das mitocôndrias,E,BIOLOGIA,E,E,gemini/gemini-3-pro-preview,334.8578,1,E
FUVEST 26,"During the nineteen-seventies and eighties, a researcher at
the University of Washington started noticing something strange
in the college’s experimental forest. For years, a blight of
caterpillars had been munching the trees to death. Then,
suddenly, the caterpillars themselves started dying off. The forest
was able to recover. But what had happened to the caterpillars?
The researcher, David Rhoades, who had a background in
chemistry and zoology, found that the trees in the forest had
changed the chemistry of their leaves, to the detriment of the
caterpillars. Even more surprising, trees that had been nibbled by
caterpillars weren’t the only ones that had changed their
chemistry. Some were changing their leaves before caterpillars
reached them, as if they’d received a warning. A shocking
possibility presented itself: the trees were signalling to one
another.
Zoë Schlanger recounts Rhoades’s story in her new book,
“The Light Eaters: How the Unseen World of Plant Intelligence
Offers a New Understanding of Life on Earth.”
The contemporary world of botany that Schlanger explores in
“The Light Eaters” is still divided over the matter of how plants
sense the world and whether they can be said to communicate.
But, in the past twenty years, the idea that plants communicate
has gained broader acceptance. Research in recent decades has
shown garden-variety lima beans protecting themselves by
synthesizing and releasing chemicals to summon the predators of
the insects that eat them; lab-grown pea shoots navigating mazes
and responding to the sound of running water; and a chameleonic
vine in the jungles of Chile mimicking the shape and color of
nearby plants by a mechanism that’s not yet understood.
Schlanger acknowledges that some of the research yields as
many questions as answers. It’s not clear how the vine gathers
information about surrounding plants to perform its mimicry.
New Yorker. 12 June 2024. Adaptado.

Conforme o texto, a experiência conduzida por David Rhoades,
na floresta experimental da Universidade de Washington,
tornou-se marcante para a botânica, por revelar a","dependência das árvores de inimigos naturais para a
manutenção do equilíbrio das florestas.","alteração da composição das folhas, capaz de
comprometer a sobrevivência de insetos herbívoros.","variabilidade das lagartas como fator decisivo para a
resiliência dos ecossistemas.","influência determinante da fertilidade do solo na
recuperação da vegetação.","oscilação natural das populações de pragas como causa
da regeneração florestal.",B,BIOLOGIA,B,B,gemini/gemini-3-pro-preview,16.0885,1,B
FUVEST 26,"A vacina contra a dengue co-desenvolvida pelo Brasil, a
Qdenga, começou a ser oferecida pelo SUS em 2024.
Indivíduos imunocompetentes recebem vírus atenuados ao
serem vacinados, adquirindo imunidade sem ficar doentes.
Pessoas com imunodeficiências, indivíduos com HIV
sintomático, gestantes e lactantes não podem ser vacinadas.
No entanto, estas pessoas podem ser beneficiadas com a
vacinação da população, pois","pessoas não-vacinadas adquirem imunidade por contato
com vacinados.","mosquitos transmissores da dengue morrem ao picar
pessoas vacinadas","vírus atenuados alteram o material genético dos vírus
selvagens","as chances de epidemias diminuem quando a cobertura
vacinal é alta.","pessoas vacinadas liberam anticorpos contra o vírus no
ambiente.",D,BIOLOGIA,D,D,gemini/gemini-3-pro-preview,15.1633,1,D
FUVEST 26,"Nós sentimos o sabor dos alimentos com o cérebro!
Esta afirmação à primeira vista nos parece estranha. No
entanto, assim como ocorre em todos os sentidos do sistema
sensorial, no caso do paladar, a percepção consciente do
sabor só acontece quando sinais específicos chegam ao
cérebro. Assinale a alternativa que apresenta corretamente a
informação descrita neste processo.","Os componentes químicos dos alimentos interagem com
proteínas receptoras nas células gustativas, e um potencial
de ação é transmitido ao cérebro.","Os componentes químicos dos alimentos são convertidos
em uma corrente elétrica que estimula o músculo da
língua.","No processo de transdução sensorial do paladar, os
componentes químicos dos alimentos são convertidos em
um impulso hormonal que ativa as glândulas salivares.","Os componentes químicos dos alimentos ativam,
diretamente, os neurônios responsáveis por transmitir os
sinais gustativos ao cérebro","A primeira etapa da transdução de sinal no paladar ocorre
quando os receptores gustativos são ativados por
hormônios digestivos.",A,QUÍMICA,A,A,gemini/gemini-3-pro-preview,9.759,1,A
UNICAMP 26,"U.S. Inflation Mild Ahead of Expected
Jump From Tariffs
Economists and policymakers are bracing for inflation to
reaccelerate as companies adapt to the trade war Adaptado de https://www.nytimes.com/2025/05/13/business/inflation-prices-tariffs.
html. Acesso em 15/05/2025.)
Segundo o texto, "," o governo dos EUA está se preparando para um salto na
inflação diante da guerra comercial de tarifas.","a inflação nos EUA se mantém moderada, mas economistas
e legisladores estão se preparando diante da expectativa de
alta das tarifas","a inflação nos EUA deve se manter moderada, pois as empresas estão se adaptando ao aumento das tarifas.","as empresas dos EUA estão se adaptando à aceleração da
inflação diante da guerra de tarifas estabelecida pelo governo.",,B,Linguagens (Língua Inglesa),B,B,gemini/gemini-3-pro-preview,12.6415,1,B
UNICAMP 26,"Leia o resumo de um artigo científico.
Incels: Masculinity in the Transition to Adulthood
Incels are men who are members of an online community that
experiences an unmet desire for sex and blame women for
their struggle. Since 2019 there have been several mass murder
attacks committed by Incels motivated by Incel ideology
creating a threat of future violence. While the vast majority of
Incels do not commit such attacks, researchers have begun to
study Incels to prevent violence and uncover the true nature
of this community. The study of Incels is incipient; therefore,
more knowledge about interventions to address the struggles of
involuntary celibacy is needed. This paper emphasizes the
masculinity strain experienced by Incels who attempt to perform
hegemonic masculinity as part of the transition to adulthood
but fall short because of their lack of sexual activity. This work
proposes the creation and implementation of Incel-specific,
online therapeutic interventions and continued research directly
with the Incel community to uncover the complexities of Incel
experiences.
(Adaptado de https://link.springer.com/article/10.1007/s12119-024-10201-7. Acesso
em 16/05/2025.) De acordo com o resumo, é correto afirmar que"," “Incel” é uma comunidade majoritariamente constituída
por homens que culpam mulheres por questionarem sua
masculinidade.","as pesquisas sobre a comunidade “Incel” ainda são escassas, por isso há a necessidade de mais estudos que definam
teoricamente a abstinência sexual.","homens “Incel”, muitas vezes, tentam exercer uma masculinidade dominante que resulta em expectativas frustradas
devido à inatividade sexual.",a pesquisa propõe práticas terapêuticas que integrem homens “Incel” a outros grupos sociais para melhor compreender as complexidades da masculinidade.,,C,Linguagens (Língua Inglesa),C,C,gemini/gemini-3-pro-preview,11.0246,1,C
UNICAMP 26,"Leia a carta a seguir.
Dear Members of the Harvard Community,
For years, the federal government’s grants to Harvard have
helped lead to groundbreaking innovations. Recently, the federal government has threatened its partnerships over accusations of antisemitism on our campuses. A list of demands was issued,
warning that Harvard must comply if we intend to “maintain
our financial relationship with the government.” Most of these
demands are unprecedented and represent direct governmental
regulation of the “intellectual conditions” at Harvard.
They include requirements to audit the viewpoints of our students and faculty, and to “reduce their power” for their ideological views. We will not accept that. The University will not
surrender its independence or relinquish its constitutional
rights. No government should dictate what universities can
teach and which areas of inquiry they can pursue.
We do not take our moral duties lightly and we have taken
many steps to address and fight antisemitism on campus.
However, this will not be achieved by assertions of power,
unmoored from the law, to dictate how we operate.
Sincerely,
Alan M. Garber
(President of Harvard University)
(Adaptado de https://www.harvard.edu/president/news/2025/the-promise-of-american-
-higher-education/. Acesso em 07/05/2025.)
Assinale a alternativa correta em relação ao posicionamento do
presidente de Harvard em sua carta.","As acusações de antissemitismo feitas à universidade são
inconstitucionais, por isso Garber se recusa a aceitar as demandas propostas pelo governo.","As comparações entre as ideologias de professores e de alunos são sem precedentes, por isso Garber se nega a abrir
mão da liberdade de expressão da comunidade.","As justificativas do governo para interromper o financiamento são falhas, por isso Garber se nega a tomar medidas
para resolver os problemas apontados.","As demandas do governo são uma tentativa de controle da
autonomia das universidades, por isso Garber se recusa a
acatar as exigências impostas.",,D,Linguagens (Língua Inglesa),D,D,gemini/gemini-3-pro-preview,7.8702,1,D
UNICAMP 26,"A uniformidade da temperatura em um ambiente refrigerado
depende, além do bom funcionamento do aparelho de ar con-
dicionado, de uma instalação adequada, visando a uma transfe-
rência de calor eficiente. Isso pode ser verificado pelo instalador
utilizando um termômetro de infravermelho para inspecionar
diferentes áreas do recinto. Analise as afirmativas 1, 2, 3 e 4
sobre os mecanismos de transferência de calor: condução, con-
vecção e radiação. 1) A transferência de calor por condução térmica pode ocorrer
tanto no vácuo quanto em um meio material.
2) A taxa de condução de calor em uma barra não depende da
diferença entre as temperaturas de suas extremidades.
3) A convecção consiste no transporte de energia térmica de
uma região para outra por meio do deslocamento de uma
massa de fluido.
4) A transferência de calor por radiação térmica pode ocorrer
tanto no vácuo quanto em um meio material. As afirmativas corretas são:",1 e 2.,1 e 4.,2 e 3.,3 e 4.,,D,Ciências da Natureza (Física),D,**D**,gemini/gemini-3-pro-preview,9.5437,1,*
UNICAMP 26,"As baterias são fundamentais no mundo moderno, sendo a
fonte de energia portátil que alimenta dispositivos como celu-
lares e laptops, veículos elétricos e sistemas de armazenamento
de energia renovável. Duas grandezas que caracterizam uma
bateria é a sua capacidade de carga elétrica, expressa em mi-
liampère-hora (mAh) e a energia que ela armazena, usualmente
dada em watts-hora (Wh). Uma bateria inicialmente carregada fornece uma corrente cons-
tante de i = 4 000 mA durante o tempo ∆t = 1 hora, ficando
descarregada no final desse processo. A carga elétrica Q, que
circula por essa bateria nesse intervalo de tempo é",4 C.,4 000 C,14 400 C.,14 400 000 C.,,C,Ciências da Natureza (Física),C,"Para calcular a carga elétrica ($Q$) em Coulombs (C), utilizamos a relação fundamental entre carga, corrente e tempo:

$$Q = i \cdot \Delta t$$

No entanto, é necessário que as unidades estejam no Sistema Internacional (SI):
*   A corrente ($i$) deve estar em Ampères (A).
*   O tempo ($\Delta t$) deve estar em segundos (s).

**1. Convertendo as unidades:**
*   Corrente: $i = 4\,000 \text{ mA} = 4 \text{ A}$ (pois $1 \text{ A} = 1\,000 \text{ mA}$)
*   Tempo: $\Delta t = 1 \text{ hora} = 3\,600 \text{ segundos}$

**2. Calculando a carga:**
$$Q = 4 \text{ A} \times 3\,600 \text{ s}$$
$$Q = 14\,400 \text{ C}$$

C",gemini/gemini-3-pro-preview,12.0372,1,P
UNICAMP 26,"As baterias são fundamentais no mundo moderno, sendo a
fonte de energia portátil que alimenta dispositivos como celu-
lares e laptops, veículos elétricos e sistemas de armazenamento
de energia renovável. Duas grandezas que caracterizam uma
bateria é a sua capacidade de carga elétrica, expressa em mi-
liampère-hora (mAh) e a energia que ela armazena, usualmente
dada em watts-hora (Wh). Outra bateria totalmente carregada armazena uma energia
Eb = 15 Wh. Devemos elevar uma massa m = 45 kg até a altura
y, em relação ao solo, para que a variação da energia poten-
cial gravitacional Ep desse sistema mecânico seja igual à energia
armazenada nessa bateria. A altura y deve ser
Dado: g = 10 m/s2.","0,03 m",3 m,120 m,1 200 m,,C,Ciências da Natureza (Física),C,"Para resolver essa questão, precisamos igualar a energia armazenada na bateria ($E_b$) à variação da energia potencial gravitacional ($E_p$).

**1. Converter a energia da bateria para o Sistema Internacional (Joules):**
A energia é dada em Watts-hora (Wh). Sabemos que:
*   1 Watt (W) = 1 Joule por segundo (J/s)
*   1 hora (h) = 3600 segundos (s)

Logo, 1 Wh = $1 \text{ J/s} \times 3600 \text{ s} = 3600 \text{ J}$.

A energia da bateria é:
$E_b = 15 \text{ Wh} = 15 \times 3600 \text{ J}$
$E_b = 54.000 \text{ J}$

**2. Calcular a altura ($y$) usando a fórmula da energia potencial gravitacional:**
A fórmula da energia potencial é $E_p = m \cdot g \cdot y$.
O problema afirma que $E_p = E_b$.

Substituindo os valores conhecidos:
$54.000 = 45 \cdot 10 \cdot y$
$54.000 = 450 \cdot y$

Isolando $y$:
$y = \frac{54.000}{450}$
$y = \frac{5.400}{45}$
$y = 120 \text{ m}$

A altura deve ser 120 metros.

**Alternativa correta:**

C",gemini/gemini-3-pro-preview,13.0504,1,P
UNICAMP 26,"O Centro de Tecnologia da Informação (CTI) Renato Archer, em
Campinas (SP), possui equipamentos avançados de manufatura
3D, incluindo uma impressora capaz de produzir uma miniatura do Cristo Redentor, com pouco mais de 100 μm. Menor que um
grão de areia, a peça só é visível com microscópio óptico, basea-
do em arranjo de um conjunto de lentes. Se uma lente delgada,
de distância focal f, é usada para investigar um objeto de altura
o, de forma que a imagem seja direita com altura i maior que
a do objeto ( i > o ), é correto afirmar que","lente é convergente e a distância entre objeto e lente é
menor que a distância focal.","a lente é divergente e a distância entre objeto e lente é
menor que a distância focal","a lente é convergente e a distância entre objeto e lente é
maior que a distância focal.","a lente é divergente e a distância entre objeto e lente é
maior que a distância focal",,A,Ciências da Natureza (Física),A,A,gemini/gemini-3-pro-preview,8.1613,1,A
