vestibular,questão,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,alternativa_correta,area_conhecimento,alternativa escolhida pela ia,resposta original,modelo,processing time,temperature used during test
FUVEST 26,"Quando no dia seguinte, também no final da tarde, Fio
Jasmim se dirigiu para a pequena joalheria, ele pensou em ser
mais cuidadoso ao pronunciar qualquer nome de mulher perto
de Dolores dos Santos. Quando contou o incidente para os
companheiros maquinistas, os mais velhos riram dele e
perguntaram qual o motivo de ele estar tão preocupado com
a pequena distração cometida. Nem ele sabia bem o porquê.
Entretanto, não gostava de pronunciar o nome da esposa para
outras mulheres. A de casa é santa, pensava ele. Se ele
tivesse dito pelo menos Juventina, seria mais fácil explicar.
Assustado com o próprio pensamento, Fio Jasmim não
entendia o que estava se passando com ele. Estaria por acaso
pensando em alguma conquista? Ouvira dizer que ela era uma
mulher namoradeira, mas que não parava com homem algum,
tinha um gênio indomável. Todas essas considerações não lhe
importavam, não estava interessado na mulher. Mas e se ela
estivesse interessada nele...
Conceição Evaristo. Canção para ninar menino grande.
No romance de Conceição Evaristo, Fio Jasmim, por meio de
suas viagens, é o elo que agrega as várias personagens
femininas que se relacionam com ele. De acordo com essa
consideração, Fio Jasmim","atende a uma forma de masculinidade que rompe com os
estereótipos, expressando uma identidade inovadora e
desvinculada das expectativas sociais."," relaciona-se com as personagens femininas de maneira
igualitária e com respeito mútuo, que não correspondem
às dinâmicas de poder desiguais.","reproduz uma masculinidade estereotipada por meio de
atitudes que, em larga medida, atendem às expectativas
sociais e culturais, reproduzindo estereótipos do gênero."," resiste a expectativas internas e externas, o que subverte
um esperado comportamento masculino","sente culpa e arrependimento por seu comportamento
com mulheres, apesar de reforçar ideais de virilidade e
dominação do estereótipo da masculinidade.",C,Ciências da Natureza,C,C,deepseek/deepseek-chat,6.3111,0
FUVEST 26,"O processo de corrosão do aço é favorecido em ambientes úmidos e ácidos. Para evitar a corrosão de superfícies de aço é comum utilizar óleos para impedir o contato da umidade do ar com a superfície. Nos casos em que o uso de óleo não é conveniente, é possível criar uma camada de NaOH(s) na superfície do metal aplicando uma solução aquosa relativamente concentrada desta base sobre a ferramenta e deixando a solução secar por completo. Esse tipo de tratamento com hidróxido de sódio é efetivo em ambientes com elevada acidez pois, caso a água entre em contato com a superfície tratada, ela","será repelida pela camada hidrofóbica de hidróxido de
sódio, evitando o contato direto da água com o metal e sua
oxidação.","olubilizará o hidróxido de sódio, que neutralizará o ácido
presente na água que poderia induzir o processo de
oxidação na superfície do metal.","será oxidada pelo hidróxido de sódio, gerando sua forma
reduzida que, em contato com a superfície do metal,
impede o processo de corrosão.","gerará um acúmulo de água na superfície hidrofílica da
camada de hidróxido de sódio, impedindo sua
solubilização e a consequente formação de ácido.","reagirá diretamente com o sódio do hidróxido de sódio, já
que este atuará como metal de sacrifício, sofrendo
oxidação e protegendo a superfície metálica.",B,Linguagens,B,B,deepseek/deepseek-chat,7.74,0
FUVEST 26,"Os grotões transformaram-se em jardins cortados a meio
pelas avenidas e pela sombra dos viadutos não há mais sapo.
Nos jardins encontrareis recintos fechados com instrutoras,
dentistas, educadoras sanitárias dentro. São os parques
infantis, onde as crianças proletárias se socializam
aprendendo nos brinquedos o cooperativismo e a consciência
do homem social.
Mário de Andrade. “Dia de São Paulo”. Revista do Arquivo
Municipal. São Paulo: Departamento de Cultura, 1936, nº 19.
O excerto relata alterações na paisagem urbana paulistana
com a implantação de novos equipamentos que visavam","substituir o ambiente degradado e nocivo dos cortiços e
vilas operárias por espaços públicos marcados pela flora
da Mata Atlântica."," disciplinar o lazer das crianças com a introdução de
noções de saúde preventiva e de atividades racionais e
pedagógicas","produzir formas de ajustamento social que afastassem os
jovens do ócio e dos vícios, por meio da educação
profissionalizante","promover valores cristãos através da evangelização e do
assistencialismo baseado na caridade e na recreação.","organizar um novo programa escolar voltado para as
crianças proletárias, adotando uma pedagogia pautada no
nacionalismo e civismo.",B,Ciências da Natureza,B,B,deepseek/deepseek-chat,11.1727,0
FUVEST 26,"Uma startup de tecnologia está desenvolvendo um novo
aplicativo e observa que o número de usuários está
crescendo, em milhares, após t semanas do lançamento, de
acordo com a função:
𝑀(𝑡) = 200 × ((1,1) elevado a t))
Com isso, a equipe da startup quer saber: qual é o período,
em semanas, em que o número de usuários ultrapassa
300 mil? Note e adote:
𝑙𝑜𝑔 3 ≅ 0,4771 ; 𝑙𝑜𝑔 5 ≅ 0,6990 e 𝑙𝑜𝑔 11 ≅ 1,0414",Entre 0 e 1 semana,Entre 1 e 3 semanas.,Entre 2 e 4 semanas., Entre 3 e 4 semanas.,Entre 4 e 6 semanas.,E,Ciências Humanas,V,"Vamos resolver passo a passo.

A função é:  
\[
M(t) = 200 \times (1,1)^t
\]  
Queremos \( M(t) > 300 \).

\[
200 \times (1,1)^t > 300
\]
\[
(1,1)^t > \frac{300}{200} = 1,5
\]

Aplicando logaritmo decimal:  
\[
t \cdot \log(1,1) > \log(1,5)
\]  
\[
\log(1,1) = \log\left(\frac{11}{10}\right) = \log 11 - \log 10 \approx 1,0414 - 1 = 0,0414
\]  
\[
\log(1,5) = \log\left(\frac{3}{2}\right) = \log 3 - \log 2
\]  
Sabemos \(\log 2 \approx 0,3010\) (não foi dado, mas é padrão).  
\[
\log(1,5) \approx 0,4771 - 0,3010 = 0,1761
\]

Então:  
\[
t > \frac{0,1761}{0,0414} \approx 4,25
\]

Portanto, o número de usuários ultrapassa 300 mil após aproximadamente **4,25 semanas**.

Isso significa que o período em que isso ocorre é **entre 4 e 6 semanas**.

**Resposta: E**",deepseek/deepseek-chat,24.9273,0
FUVEST 26,"A jornada das mulheres pela igualdade de direitos no Brasil,
como em outras partes do mundo, sempre envolveu lutas
sociais, políticas e jurídicas, com marcos importantes como a
Lei Geral de 1827, que permitiu o acesso das mulheres à
educação, e a Constituição de 1934, que garantiu o direito ao
voto feminino. A partir da década de 1960, houve avanços
significativos, como o Estatuto da Mulher Casada (1962), que
eliminou a necessidade de receber autorização do marido
para diversas atividades, e, na década de 1970, a Lei do
Divórcio (1977) e o fortalecimento dos movimentos feministas.
As obras Caminho de pedras, de Rachel de Queiroz, e As
meninas, de Lygia Fagundes Telles, discutem questões
relativas aos direitos das mulheres e sua relação com a política
ao longo do século XX no Brasil. Sobre esses romances, é
correto afirmar:","Em Caminho de pedras, Rachel de Queiroz relaciona a luta
pelos direitos da mulher à legalização do divórcio no Brasil,
enquanto As meninas constitui um libelo pela educação
feminina no período final da Era Vargas.","As personagens Angelita, de Caminho de pedras, e Ana
Clara, de As meninas, impactam a vida dos protagonistas
de seus romances e representam a transformação da
condição social das mulheres ao romperem com a
configuração familiar tradicional.","Em Caminho de pedras e em As meninas, a política
(militância de esquerda) e a religião (internato de freiras)
são instituições que, em vez de contribuírem para a revisão
de valores morais e para a emancipação feminina,
aprofundam os mecanismos de controle social sobre as
mulheres."," Tanto Caminho de pedras quanto As meninas relacionam
o exercício da política coletiva (militância de esquerda, luta
contra a ditadura militar) à política exercida em nível da
vida privada e do cotidiano, por meio da trajetória de
personagens femininas que desafiam padrões sociais
estabelecidos.","Tanto Caminho de pedras quanto As meninas exercem
uma crítica à chamada “mulher burguesa”. O romance de
Rachel de Queiroz narra os desdobramentos do desejo de
ascensão social de Noemi, enquanto o de Lygia Fagundes
Telles detalha o apego de Lorena à instituição do
casamento.",D,Matemática,D,D,deepseek/deepseek-chat,14.6922,0
FUVEST 26,"Para uma atividade de campo voltada à valorização do
patrimônio histórico e cultural, professores de geografia
levaram seus estudantes a um parque temático de
monumentos geográficos. Eles visitaram a réplica de uma
pirâmide regular de base quadrada com vértice a 18 metros
de altura em relação ao centro da base. As faces da pirâmide
estão voltadas para as direções norte, sul, leste e oeste. Para
acessar o vértice da pirâmide, os estudantes precisaram
percorrer uma trilha de pedestre e subir a rampa localizada na
face norte. A trilha compreende os lados oeste, sul, leste e
metade do lado norte do quadrado. Essa rampa está
localizada exatamente no meio da face, ou seja, é o apótema
da pirâmide.
Sabendo-se que o volume da pirâmide é de 864 m3
, quantos
metros, aproximadamente, os estudantes tiveram que
percorrer para chegar até o topo da pirâmide?",36,41,48,54,61,E,Ciências Humanas,V,"Vamos resolver passo a passo.  

**1. Dados do problema**  
- Pirâmide regular de base quadrada.  
- Altura \( h = 18 \) m.  
- Volume \( V = 864 \) m³.  
- Fórmula do volume:  
\[
V = \frac{1}{3} \times A_{\text{base}} \times h
\]
\[
864 = \frac{1}{3} \times A_{\text{base}} \times 18
\]
\[
864 = 6 \times A_{\text{base}}
\]
\[
A_{\text{base}} = 144 \ \text{m}^2
\]

**2. Lado da base**  
Base quadrada:  
\[
l^2 = 144 \implies l = 12 \ \text{m}
\]

**3. Apótema da pirâmide (rampa na face norte)**  
O apótema da pirâmide (\(a_p\)) é a altura da face triangular.  
Metade do lado da base: \( \frac{l}{2} = 6 \) m.  
Altura da pirâmide \( h = 18 \) m.  
\[
a_p = \sqrt{h^2 + \left( \frac{l}{2} \right)^2} = \sqrt{18^2 + 6^2}
\]
\[
a_p = \sqrt{324 + 36} = \sqrt{360} = 6\sqrt{10} \ \text{m}
\]
\[
6\sqrt{10} \approx 6 \times 3,162 \approx 18,97 \ \text{m}
\]
Mas essa é só a rampa.  

**4. Caminho percorrido antes da rampa**  
A trilha contorna a base:  
- Lado oeste: \(12\) m  
- Lado sul: \(12\) m  
- Lado leste: \(12\) m  
- Metade do lado norte: \(6\) m  
Total da trilha horizontal:  
\[
12 + 12 + 12 + 6 = 42 \ \text{m}
\]

**5. Distância total**  
Trilha horizontal + rampa:  
\[
42 + 18,97 \approx 60,97 \ \text{m}
\]
Isso é aproximadamente \(61\) m.  

**Resposta correta:** E  

E",deepseek/deepseek-chat,31.7895,0
FUVEST 26,"A escola não pode ignorar as diferenças sociolinguísticas.
Os professores e, por meio deles, os alunos têm que estar bem
conscientes de que existem duas ou mais maneiras de dizer a
mesma coisa. E mais, que essas formas alternativas servem a
propósitos comunicativos distintos e são recebidas de
maneira diferenciada pela sociedade. Os alunos que chegam
à escola falando “nós cheguemu”, “abrido” e “ele drome”, por
exemplo, têm que ser respeitados e ver valorizadas as suas
peculiaridades linguístico-culturais, mas têm o direito
inalienável de aprender as variantes de prestígio dessas
expressões. Não se lhes pode negar esse conhecimento, sob
pena de se fecharem para eles as portas, já estreitas, da
ascensão social.
BORTONI-RICARDO, S. M. Nós cheguemos na escola, e agora?
Sociolinguística & Educação. São Paulo: Parábola, 2005. Adaptado.
De acordo com o texto, cabe aos professores","respeitar as variações linguísticas dos alunos, mas solicitar
que eles utilizem a norma culta no ambiente escolar.","incentivar o uso das variações regionais dos alunos, mas
mostrar a eles que a escola recebe variantes de forma
preconceituosa.","respeitar as particularidades linguísticas dos alunos, mas
dar a eles condições de aprender outras variantes.","mostrar aos alunos que eles podem cometer erros em
relação ao uso de verbos, mas que isso pode ser
prejudicial à ascensão social."," ensinar aos alunos a norma padrão da língua, mas permitir
que eles cometam erros para não serem excluídos pela
sociedade.",C,Matemática,C,C,deepseek/deepseek-chat,18.5589,0
FUVEST 26,"A bióloga Lynn Margulis publicou um polêmico artigo em 1967
propondo que algumas organelas das células eucarióticas
poderiam ser o resultado de eventos de endossimbiose, no
qual bactérias passaram a viver em simbiose dentro de células
eucarióticas até serem completamente incorporadas a elas. A
hipótese de Margulis sofreu muita oposição, até que
evidências experimentais mostraram que algumas organelas
de fato possuíam muitas similaridades com bactérias. Entre as
evidências de endossimbiose, podemos citar:",As membranas duplas dos núcleos,Os ribossomos aderidos ao retículo endoplasmático.,A parede celular das células vegetais,O formato do complexo de Golgi.,O genoma circular das mitocôndrias,E,Linguagens,E,E,deepseek/deepseek-chat,15.4454,0
FUVEST 26,"During the nineteen-seventies and eighties, a researcher at
the University of Washington started noticing something strange
in the college’s experimental forest. For years, a blight of
caterpillars had been munching the trees to death. Then,
suddenly, the caterpillars themselves started dying off. The forest
was able to recover. But what had happened to the caterpillars?
The researcher, David Rhoades, who had a background in
chemistry and zoology, found that the trees in the forest had
changed the chemistry of their leaves, to the detriment of the
caterpillars. Even more surprising, trees that had been nibbled by
caterpillars weren’t the only ones that had changed their
chemistry. Some were changing their leaves before caterpillars
reached them, as if they’d received a warning. A shocking
possibility presented itself: the trees were signalling to one
another.
Zoë Schlanger recounts Rhoades’s story in her new book,
“The Light Eaters: How the Unseen World of Plant Intelligence
Offers a New Understanding of Life on Earth.”
The contemporary world of botany that Schlanger explores in
“The Light Eaters” is still divided over the matter of how plants
sense the world and whether they can be said to communicate.
But, in the past twenty years, the idea that plants communicate
has gained broader acceptance. Research in recent decades has
shown garden-variety lima beans protecting themselves by
synthesizing and releasing chemicals to summon the predators of
the insects that eat them; lab-grown pea shoots navigating mazes
and responding to the sound of running water; and a chameleonic
vine in the jungles of Chile mimicking the shape and color of
nearby plants by a mechanism that’s not yet understood.
Schlanger acknowledges that some of the research yields as
many questions as answers. It’s not clear how the vine gathers
information about surrounding plants to perform its mimicry.
New Yorker. 12 June 2024. Adaptado.

Conforme o texto, a experiência conduzida por David Rhoades,
na floresta experimental da Universidade de Washington,
tornou-se marcante para a botânica, por revelar a","dependência das árvores de inimigos naturais para a
manutenção do equilíbrio das florestas.","alteração da composição das folhas, capaz de
comprometer a sobrevivência de insetos herbívoros.","variabilidade das lagartas como fator decisivo para a
resiliência dos ecossistemas.","influência determinante da fertilidade do solo na
recuperação da vegetação.","oscilação natural das populações de pragas como causa
da regeneração florestal.",B,Ciências da Natureza,B,B,deepseek/deepseek-chat,14.6026,0
FUVEST 26,"A vacina contra a dengue co-desenvolvida pelo Brasil, a
Qdenga, começou a ser oferecida pelo SUS em 2024.
Indivíduos imunocompetentes recebem vírus atenuados ao
serem vacinados, adquirindo imunidade sem ficar doentes.
Pessoas com imunodeficiências, indivíduos com HIV
sintomático, gestantes e lactantes não podem ser vacinadas.
No entanto, estas pessoas podem ser beneficiadas com a
vacinação da população, pois","pessoas não-vacinadas adquirem imunidade por contato
com vacinados.","mosquitos transmissores da dengue morrem ao picar
pessoas vacinadas","vírus atenuados alteram o material genético dos vírus
selvagens","as chances de epidemias diminuem quando a cobertura
vacinal é alta.","pessoas vacinadas liberam anticorpos contra o vírus no
ambiente.",D,Ciências da Natureza,D,D,deepseek/deepseek-chat,14.9322,0
FUVEST 26,"Nós sentimos o sabor dos alimentos com o cérebro!
Esta afirmação à primeira vista nos parece estranha. No
entanto, assim como ocorre em todos os sentidos do sistema
sensorial, no caso do paladar, a percepção consciente do
sabor só acontece quando sinais específicos chegam ao
cérebro. Assinale a alternativa que apresenta corretamente a
informação descrita neste processo.","Os componentes químicos dos alimentos interagem com
proteínas receptoras nas células gustativas, e um potencial
de ação é transmitido ao cérebro.","Os componentes químicos dos alimentos são convertidos
em uma corrente elétrica que estimula o músculo da
língua.","No processo de transdução sensorial do paladar, os
componentes químicos dos alimentos são convertidos em
um impulso hormonal que ativa as glândulas salivares.","Os componentes químicos dos alimentos ativam,
diretamente, os neurônios responsáveis por transmitir os
sinais gustativos ao cérebro","A primeira etapa da transdução de sinal no paladar ocorre
quando os receptores gustativos são ativados por
hormônios digestivos.",A,Ciências da Natureza,A,A,deepseek/deepseek-chat,14.6551,0
UNICAMP 26,"U.S. Inflation Mild Ahead of Expected
Jump From Tariffs
Economists and policymakers are bracing for inflation to
reaccelerate as companies adapt to the trade war Adaptado de https://www.nytimes.com/2025/05/13/business/inflation-prices-tariffs.
html. Acesso em 15/05/2025.)
Segundo o texto, "," o governo dos EUA está se preparando para um salto na
inflação diante da guerra comercial de tarifas.","a inflação nos EUA se mantém moderada, mas economistas
e legisladores estão se preparando diante da expectativa de
alta das tarifas","a inflação nos EUA deve se manter moderada, pois as empresas estão se adaptando ao aumento das tarifas.","as empresas dos EUA estão se adaptando à aceleração da
inflação diante da guerra de tarifas estabelecida pelo governo.",,B,Ciências da Natureza,B,B,deepseek/deepseek-chat,14.6169,0
UNICAMP 26,"Leia o resumo de um artigo científico.
Incels: Masculinity in the Transition to Adulthood
Incels are men who are members of an online community that
experiences an unmet desire for sex and blame women for
their struggle. Since 2019 there have been several mass murder
attacks committed by Incels motivated by Incel ideology
creating a threat of future violence. While the vast majority of
Incels do not commit such attacks, researchers have begun to
study Incels to prevent violence and uncover the true nature
of this community. The study of Incels is incipient; therefore,
more knowledge about interventions to address the struggles of
involuntary celibacy is needed. This paper emphasizes the
masculinity strain experienced by Incels who attempt to perform
hegemonic masculinity as part of the transition to adulthood
but fall short because of their lack of sexual activity. This work
proposes the creation and implementation of Incel-specific,
online therapeutic interventions and continued research directly
with the Incel community to uncover the complexities of Incel
experiences.
(Adaptado de https://link.springer.com/article/10.1007/s12119-024-10201-7. Acesso
em 16/05/2025.) De acordo com o resumo, é correto afirmar que"," “Incel” é uma comunidade majoritariamente constituída
por homens que culpam mulheres por questionarem sua
masculinidade.","as pesquisas sobre a comunidade “Incel” ainda são escassas, por isso há a necessidade de mais estudos que definam
teoricamente a abstinência sexual.","homens “Incel”, muitas vezes, tentam exercer uma masculinidade dominante que resulta em expectativas frustradas
devido à inatividade sexual.",a pesquisa propõe práticas terapêuticas que integrem homens “Incel” a outros grupos sociais para melhor compreender as complexidades da masculinidade.,,C,Linguagens,C,C,deepseek/deepseek-chat,18.0093,0
UNICAMP 26,"Leia a carta a seguir.
Dear Members of the Harvard Community,
For years, the federal government’s grants to Harvard have
helped lead to groundbreaking innovations. Recently, the federal government has threatened its partnerships over accusations of antisemitism on our campuses. A list of demands was issued,
warning that Harvard must comply if we intend to “maintain
our financial relationship with the government.” Most of these
demands are unprecedented and represent direct governmental
regulation of the “intellectual conditions” at Harvard.
They include requirements to audit the viewpoints of our students and faculty, and to “reduce their power” for their ideological views. We will not accept that. The University will not
surrender its independence or relinquish its constitutional
rights. No government should dictate what universities can
teach and which areas of inquiry they can pursue.
We do not take our moral duties lightly and we have taken
many steps to address and fight antisemitism on campus.
However, this will not be achieved by assertions of power,
unmoored from the law, to dictate how we operate.
Sincerely,
Alan M. Garber
(President of Harvard University)
(Adaptado de https://www.harvard.edu/president/news/2025/the-promise-of-american-
-higher-education/. Acesso em 07/05/2025.)
Assinale a alternativa correta em relação ao posicionamento do
presidente de Harvard em sua carta.","As acusações de antissemitismo feitas à universidade são
inconstitucionais, por isso Garber se recusa a aceitar as demandas propostas pelo governo.","As comparações entre as ideologias de professores e de alunos são sem precedentes, por isso Garber se nega a abrir
mão da liberdade de expressão da comunidade.","As justificativas do governo para interromper o financiamento são falhas, por isso Garber se nega a tomar medidas
para resolver os problemas apontados.","As demandas do governo são uma tentativa de controle da
autonomia das universidades, por isso Garber se recusa a
acatar as exigências impostas.",,D,Linguagens,D,D,deepseek/deepseek-chat,20.0762,0
UNICAMP 26,"A uniformidade da temperatura em um ambiente refrigerado
depende, além do bom funcionamento do aparelho de ar con-
dicionado, de uma instalação adequada, visando a uma transfe-
rência de calor eficiente. Isso pode ser verificado pelo instalador
utilizando um termômetro de infravermelho para inspecionar
diferentes áreas do recinto. Analise as afirmativas 1, 2, 3 e 4
sobre os mecanismos de transferência de calor: condução, con-
vecção e radiação. 1) A transferência de calor por condução térmica pode ocorrer
tanto no vácuo quanto em um meio material.
2) A taxa de condução de calor em uma barra não depende da
diferença entre as temperaturas de suas extremidades.
3) A convecção consiste no transporte de energia térmica de
uma região para outra por meio do deslocamento de uma
massa de fluido.
4) A transferência de calor por radiação térmica pode ocorrer
tanto no vácuo quanto em um meio material. As afirmativas corretas são:",1 e 2.,1 e 4.,2 e 3.,3 e 4.,,D,Linguagens,D,D,deepseek/deepseek-chat,20.1142,0
UNICAMP 26,"As baterias são fundamentais no mundo moderno, sendo a
fonte de energia portátil que alimenta dispositivos como celu-
lares e laptops, veículos elétricos e sistemas de armazenamento
de energia renovável. Duas grandezas que caracterizam uma
bateria é a sua capacidade de carga elétrica, expressa em mi-
liampère-hora (mAh) e a energia que ela armazena, usualmente
dada em watts-hora (Wh). Uma bateria inicialmente carregada fornece uma corrente cons-
tante de i = 4 000 mA durante o tempo ∆t = 1 hora, ficando
descarregada no final desse processo. A carga elétrica Q, que
circula por essa bateria nesse intervalo de tempo é",4 C.,4 000 C,14 400 C.,14 400 000 C.,,C,Ciências da Natureza,A,"A carga elétrica \( Q \) é dada por \( Q = i \cdot \Delta t \).  
Dados:  
\( i = 4000 \ \text{mA} = 4 \ \text{A} \)  
\( \Delta t = 1 \ \text{h} = 3600 \ \text{s} \)  

Então:  
\( Q = 4 \times 3600 = 14400 \ \text{C} \)  

Alternativa correta: **C**.  

C",deepseek/deepseek-chat,23.7382,0
UNICAMP 26,"As baterias são fundamentais no mundo moderno, sendo a
fonte de energia portátil que alimenta dispositivos como celu-
lares e laptops, veículos elétricos e sistemas de armazenamento
de energia renovável. Duas grandezas que caracterizam uma
bateria é a sua capacidade de carga elétrica, expressa em mi-
liampère-hora (mAh) e a energia que ela armazena, usualmente
dada em watts-hora (Wh). Outra bateria totalmente carregada armazena uma energia
Eb = 15 Wh. Devemos elevar uma massa m = 45 kg até a altura
y, em relação ao solo, para que a variação da energia poten-
cial gravitacional Ep desse sistema mecânico seja igual à energia
armazenada nessa bateria. A altura y deve ser
Dado: g = 10 m/s2.","0,03 m",3 m,120 m,1 200 m,,C,Ciências da Natureza,V,"Vamos resolver passo a passo.  

**1. Energia da bateria**  
\( E_b = 15 \, \text{Wh} \)  
Convertendo para joules (1 Wh = 3600 J):  
\[
E_b = 15 \times 3600 = 54000 \, \text{J}
\]

**2. Energia potencial gravitacional**  
\[
E_p = m g y
\]  
Dados: \( m = 45 \, \text{kg} \), \( g = 10 \, \text{m/s}^2 \)  
\[
E_p = 45 \times 10 \times y = 450 \, y
\]

**3. Igualando \( E_p = E_b \)**  
\[
450 \, y = 54000
\]  
\[
y = \frac{54000}{450} = 120 \, \text{m}
\]

**4. Alternativa correspondente**  
120 m → Letra C.  

C",deepseek/deepseek-chat,26.8421,0
UNICAMP 26,"O Centro de Tecnologia da Informação (CTI) Renato Archer, em
Campinas (SP), possui equipamentos avançados de manufatura
3D, incluindo uma impressora capaz de produzir uma miniatura do Cristo Redentor, com pouco mais de 100 μm. Menor que um
grão de areia, a peça só é visível com microscópio óptico, basea-
do em arranjo de um conjunto de lentes. Se uma lente delgada,
de distância focal f, é usada para investigar um objeto de altura
o, de forma que a imagem seja direita com altura i maior que
a do objeto ( i > o ), é correto afirmar que","lente é convergente e a distância entre objeto e lente é
menor que a distância focal.","a lente é divergente e a distância entre objeto e lente é
menor que a distância focal","a lente é convergente e a distância entre objeto e lente é
maior que a distância focal.","a lente é divergente e a distância entre objeto e lente é
maior que a distância focal",,A,Ciências da Natureza,A,"A  

Explicação resumida:  
- Imagem direita e maior que o objeto → lente convergente, com objeto entre o foco e a lente (distância do objeto menor que a distância focal).",deepseek/deepseek-chat,21.8433,0
UNICAMP 26,"Recentemente, grandes cidades iniciaram a implantação de
faixas exclusivas para motocicletas como, por exemplo, a fai-
xa azul na cidade de São Paulo. Um motociclista adentra, em
t = 0, um percurso retilíneo de uma faixa azul com velocidade
constante v0 = 36 km/h e mantém essa velocidade até o tempo
t = 30 s (trecho I). Em seguida, continua o percurso com desa-
celeração constante (a < 0) até parar completamente diante de
um semáforo em t = 50 s (trecho II). Após mais 30 s, ele retoma
o movimento e mantém uma aceleração constante e positiva
a = 0,8 m/s2 desde t = 80 s até t = 95 s (trecho III). Poste-
riormente, o motociclista segue com velocidade constante até
t = 120 s (trecho IV). A massa do conjunto motociclista + motocicleta é dada por
m = 180 kg. Para o trecho entre os tempos t = 30 s e t = 50 s,
em que o movimento tem desaceleração constante, é correto
afirmar que o módulo da força resultante que age nesse con-
junto é igual a",36 N,90 N,324 N,1 800 N,,B,Ciências da Natureza,V,"Vamos resolver passo a passo.  

**1. Dados do trecho II (t = 30 s a t = 50 s):**  
- Velocidade inicial \( v_0 = 36 \text{ km/h} \)  
Convertendo:  
\[
36 \text{ km/h} = 36 \times \frac{1000}{3600} \text{ m/s} = 10 \text{ m/s}
\]  
- Velocidade final \( v = 0 \) (para em \( t = 50 \text{ s} \))  
- Tempo de frenagem: \( \Delta t = 50 - 30 = 20 \text{ s} \)  

**2. Aceleração no trecho II:**  
\[
a = \frac{v - v_0}{\Delta t} = \frac{0 - 10}{20} = -0,5 \ \text{m/s}^2
\]  
Módulo: \( |a| = 0,5 \ \text{m/s}^2 \)  

**3. Força resultante:**  
\[
F_r = m \cdot |a| = 180 \cdot 0,5 = 90 \ \text{N}
\]  

**4. Alternativa correspondente:**  
B) 90 N  

**Resposta:** B",deepseek/deepseek-chat,29.4561,0
UNICAMP 26,"“O ato de comer é construído culturalmente, e mediado por
práticas, crenças, comportamentos, tabus, que formam os há-
bitos alimentares, que, por sua vez, relacionam-se a aspectos
culturais, socioeconômicos e psicológicos que envolvem o am-
biente alimentar de cada indivíduo. Os hábitos alimentares são
dinâmicos e sensíveis às mudanças que ocorrem nas socieda-
des, fundamentalmente, nos sistemas alimentares. Com o sis-
tema alimentar que predomina hoje, a humanidade vem subs-
tituindo a comida que carrega significados culturais e tradições
ancestrais por produtos alimentares ultraprocessados globaliza-
dos, que viajam quilômetros até chegar ao prato, causando a
homogeneização dos hábitos alimentares de forma global. O
problema é que os ultraprocessados têm acarretado sérios pro-
blemas à saúde da população [...]”. A partir do texto, é correto afirmar que a produção e o consu-
mo de alimentos no mundo contemporâneo possuem","menor vínculo com o lugar, visto que a indústria de pro-
cessamento de alimentos e a produção agropecuária estão
cada vez mais especializadas. Assim, produtos circulam com
maior velocidade e eficiência entre a área de produção e o
mercado consumidor, reduzindo o acesso da população a
alimentos in natura e à diversidade produtiva regional.","maior interdependência com o lugar, visto que a indústria de
processamento precisa manter a proximidade com as áreas
da produção agropecuária, aproveitando a modernização
do sistema de circulação para atingir o mercado consumidor
mais distante. Isso fortalece o acesso da população a produ-
tos da agricultura familiar e à diversidade produtiva regional.","maior conexão com o lugar, visto que a indústria de proces-
samento de alimentos pode estar distante da área de produ-
ção agropecuária. O sistema de circulação permite interligar,
com menor custo, a área de produção ao mercado consu-
midor, restringindo o acesso da população à produção da
pequena indústria local e à diversidade alimentar regional.","menor correlação com o lugar, visto que a indústria de pro-
cessamento e a produção agropecuária possuem pouca
vinculação entre si, tornando-se independentes, mas com
estreitamento promovido pelo sistema de circulação entre
a área de produção e o mercado consumidor. Isso favorece
o acesso da população aos alimentos da culinária local e à
diversidade alimentar regional.",,A,Ciências da Natureza,A,A,deepseek/deepseek-chat,16.2702,0
